image,imageTag,imageDigest,platform,hasFix,cve,cveReferences,highestSeverity,vulnerableVersions,fixedVersions,cvePublished,cveLastModified,artifactNames,artifactTypes,artifactPaths,severities,cvssBaseScores,highestCvssBaseScore,cvssExploitabilityScores,highestCvssExploitabilityScore,cvssImpactScores,highestCvssImpactScore,cvssVectors,exploitDBRefs,vulnerableBuildSteps,vulnerableLayerNumbers,baseLayerVulnerability,notes,scannerHits,tags
"ibm-maas360-infra-apps-memcached-1.5.20-b03","1.5.20-b03","sha256:6ee8b32c48b1ae6ed13b8ca4f7719c8cd788c64d872b29c005258ca21262c863","linux:amd64:","Yes","CVE-2023-24329","https://access.redhat.com/errata/RHSA-2023:3591 - twistlock","high","3.6.8-48.el8_7","3.6.8-51.el8_8.1","2023-02-17",,"platform-python;python3-libs","os",,"high - twistlock","7.5 - twistlock","7.5",,,,,"CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N",,"3","2","false",,"twistlock","nvd-status(modified)"
"ibm-maas360-infra-apps-memcached-1.5.20-b03","1.5.20-b03","sha256:6ee8b32c48b1ae6ed13b8ca4f7719c8cd788c64d872b29c005258ca21262c863","linux:amd64:","Yes","CVE-2023-2602","https://access.redhat.com/errata/RHSA-2023:4524 - twistlock","low","2.48-4.el8","2.48-5.el8_8","2023-06-06",,"libcap","os",,"low - twistlock","3.3 - twistlock","3.3",,,,,"CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:L",,"3","2","false",,"twistlock","nvd-status(awaiting analysis)"
"ibm-maas360-infra-apps-memcached-1.5.20-b03","1.5.20-b03","sha256:6ee8b32c48b1ae6ed13b8ca4f7719c8cd788c64d872b29c005258ca21262c863","linux:amd64:","Yes","CVE-2023-2603","https://access.redhat.com/errata/RHSA-2023:4524 - twistlock","medium","2.48-4.el8","2.48-5.el8_8","2023-06-06",,"libcap","os",,"medium - twistlock","7.8 - twistlock","7.8",,,,,"CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,"3","2","false",,"twistlock","nvd-status(awaiting analysis)"
"ibm-maas360-infra-apps-memcached-1.5.20-b03","1.5.20-b03","sha256:6ee8b32c48b1ae6ed13b8ca4f7719c8cd788c64d872b29c005258ca21262c863","linux:amd64:","Yes","CVE-2023-26604","https://access.redhat.com/errata/RHSA-2023:3837 - twistlock","medium","239-68.el8_7.2","239-74.el8_8.2","2023-03-03",,"systemd;systemd-libs;systemd-pam","os",,"medium - twistlock","7.1 - twistlock","7.1",,,,,"CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,"3","2","false",,"twistlock","nvd-status(modified)"
"ibm-maas360-infra-apps-memcached-1.5.20-b03","1.5.20-b03","sha256:6ee8b32c48b1ae6ed13b8ca4f7719c8cd788c64d872b29c005258ca21262c863","linux:amd64:","Yes","CVE-2023-27043","https://access.redhat.com/errata/RHSA-2024:0256 - twistlock","medium","3.6.8-48.el8_7","3.6.8-56.el8_9.3","2023-04-19",,"platform-python;python3-libs","os",,"medium - twistlock","5.3 - twistlock","5.3",,,,,"CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N",,"3","2","false",,"twistlock","nvd-status(awaiting analysis)"
"ibm-maas360-infra-apps-memcached-1.5.20-b03","1.5.20-b03","sha256:6ee8b32c48b1ae6ed13b8ca4f7719c8cd788c64d872b29c005258ca21262c863","linux:amd64:","Yes","CVE-2023-27535","https://access.redhat.com/errata/RHSA-2023:3106 - twistlock","medium","7.61.1-25.el8_7.1","7.61.1-30.el8_8.2","2023-03-30",,"curl;libcurl","os",,"medium - twistlock","5.9 - twistlock","5.9",,,,,"CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N",,"3","2","false",,"twistlock","nvd-status(awaiting analysis)"
"ibm-maas360-infra-apps-memcached-1.5.20-b03","1.5.20-b03","sha256:6ee8b32c48b1ae6ed13b8ca4f7719c8cd788c64d872b29c005258ca21262c863","linux:amd64:","Yes","CVE-2023-27536","https://access.redhat.com/errata/RHSA-2023:4523 - twistlock","medium","7.61.1-25.el8_7.1","7.61.1-30.el8_8.3","2023-03-30",,"curl;libcurl","os",,"medium - twistlock","5.9 - twistlock","5.9",,,,,"CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N",,"3","2","false",,"twistlock","nvd-status(awaiting analysis)"
"ibm-maas360-infra-apps-memcached-1.5.20-b03","1.5.20-b03","sha256:6ee8b32c48b1ae6ed13b8ca4f7719c8cd788c64d872b29c005258ca21262c863","linux:amd64:","Yes","CVE-2023-28321","https://access.redhat.com/errata/RHSA-2023:4523 - twistlock","medium","7.61.1-25.el8_7.1","7.61.1-30.el8_8.3","2023-05-26",,"curl;libcurl","os",,"medium - twistlock","5.9 - twistlock","5.9",,,,,"CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:H/A:N",,"3","2","false",,"twistlock","nvd-status(undergoing analysis)"
"ibm-maas360-infra-apps-memcached-1.5.20-b03","1.5.20-b03","sha256:6ee8b32c48b1ae6ed13b8ca4f7719c8cd788c64d872b29c005258ca21262c863","linux:amd64:","No","CVE-2023-28322","https://access.redhat.com/security/cve/CVE-2023-28322 - twistlock","low","7.61.1-25.el8_7.1",,"2023-05-26",,"curl;libcurl","os",,"low - twistlock","3.7 - twistlock","3.7",,,,,"CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N",,"3","2","false",,"twistlock","nvd-status(undergoing analysis)"
"ibm-maas360-infra-apps-memcached-1.5.20-b03","1.5.20-b03","sha256:6ee8b32c48b1ae6ed13b8ca4f7719c8cd788c64d872b29c005258ca21262c863","linux:amd64:","Yes","CVE-2023-28484","https://access.redhat.com/errata/RHSA-2023:4529 - twistlock","medium","2.9.7-15.el8_7.1","2.9.7-16.el8_8.1","2023-04-24",,"libxml2","os",,"medium - twistlock","5.9 - twistlock","5.9",,,,,"CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H",,"3","2","false",,"twistlock","nvd-status(awaiting analysis)"
"ibm-maas360-infra-apps-memcached-1.5.20-b03","1.5.20-b03","sha256:6ee8b32c48b1ae6ed13b8ca4f7719c8cd788c64d872b29c005258ca21262c863","linux:amd64:","Yes","CVE-2023-29469","https://access.redhat.com/errata/RHSA-2023:4529 - twistlock","medium","2.9.7-15.el8_7.1","2.9.7-16.el8_8.1","2023-04-24",,"libxml2","os",,"medium - twistlock","5.9 - twistlock","5.9",,,,,"CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H",,"3","2","false",,"twistlock","nvd-status(awaiting analysis)"
"ibm-maas360-infra-apps-memcached-1.5.20-b03","1.5.20-b03","sha256:6ee8b32c48b1ae6ed13b8ca4f7719c8cd788c64d872b29c005258ca21262c863","linux:amd64:","Yes","CVE-2023-29491","https://access.redhat.com/errata/RHSA-2023:5249 - twistlock","medium","6.1-9.20180224.el8","6.1-9.20180224.el8_8.1","2023-04-14",,"ncurses;ncurses-base;ncurses-libs","os",,"medium - twistlock","7.8 - twistlock","7.8",,,,,"CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,"3","2","false",,"twistlock","nvd-status(awaiting analysis)"
"ibm-maas360-infra-apps-memcached-1.5.20-b03","1.5.20-b03","sha256:6ee8b32c48b1ae6ed13b8ca4f7719c8cd788c64d872b29c005258ca21262c863","linux:amd64:","No","CVE-2023-29499","https://access.redhat.com/security/cve/CVE-2023-29499 - twistlock","low","2.56.4-159.el8",,"2023-09-14",,"glib2","os",,"low - twistlock","6.2 - twistlock","6.2",,,,,"CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H",,"3","2","false",,"twistlock","nvd-status(awaiting analysis)"
"ibm-maas360-infra-apps-memcached-1.5.20-b03","1.5.20-b03","sha256:6ee8b32c48b1ae6ed13b8ca4f7719c8cd788c64d872b29c005258ca21262c863","linux:amd64:","Yes","CVE-2023-31486","https://access.redhat.com/errata/RHSA-2023:7174 - twistlock","medium","0.074-1.el8","0.074-2.el8","2023-04-29",,"perl-HTTP-Tiny","os",,"medium - twistlock","8.1 - twistlock","8.1",,,,,"CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H",,"3","2","false",,"twistlock","nvd-status(awaiting analysis)"
"ibm-maas360-infra-apps-memcached-1.5.20-b03","1.5.20-b03","sha256:6ee8b32c48b1ae6ed13b8ca4f7719c8cd788c64d872b29c005258ca21262c863","linux:amd64:","No","CVE-2023-32611","https://access.redhat.com/security/cve/CVE-2023-32611 - twistlock","low","2.56.4-159.el8",,"2023-09-14",,"glib2","os",,"low - twistlock","6.5 - twistlock","6.5",,,,,"CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H",,"3","2","false",,"twistlock","nvd-status(awaiting analysis)"
"ibm-maas360-infra-apps-memcached-1.5.20-b03","1.5.20-b03","sha256:6ee8b32c48b1ae6ed13b8ca4f7719c8cd788c64d872b29c005258ca21262c863","linux:amd64:","No","CVE-2023-32665","https://access.redhat.com/security/cve/CVE-2023-32665 - twistlock","low","2.56.4-159.el8",,"2023-09-14",,"glib2","os",,"low - twistlock","6.5 - twistlock","6.5",,,,,"CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H",,"3","2","false",,"twistlock","nvd-status(awaiting analysis)"
"ibm-maas360-infra-apps-memcached-1.5.20-b03","1.5.20-b03","sha256:6ee8b32c48b1ae6ed13b8ca4f7719c8cd788c64d872b29c005258ca21262c863","linux:amd64:","Yes","CVE-2023-3446","https://access.redhat.com/errata/RHSA-2023:7877 - twistlock","low","1.1.1k-7.el8_6","1.1.1k-12.el8_9","2023-07-19",,"openssl;openssl-libs","os",,"low - twistlock","5.3 - twistlock","5.3",,,,,"CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L",,"3","2","false",,"twistlock","nvd-status(awaiting analysis)"
"ibm-maas360-infra-apps-memcached-1.5.20-b03","1.5.20-b03","sha256:6ee8b32c48b1ae6ed13b8ca4f7719c8cd788c64d872b29c005258ca21262c863","linux:amd64:","Yes","CVE-2023-34969","https://access.redhat.com/errata/RHSA-2023:4498 - twistlock","medium","1.12.8-23.el8_7.1","1.12.8-24.el8_8.1","2023-06-08",,"dbus;dbus-common;dbus-daemon;dbus-libs;dbus-tools","os",,"medium - twistlock","6.2 - twistlock","6.2",,,,,"CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H",,"3","2","false",,"twistlock","nvd-status(awaiting analysis)"
"ibm-maas360-infra-apps-memcached-1.5.20-b03","1.5.20-b03","sha256:6ee8b32c48b1ae6ed13b8ca4f7719c8cd788c64d872b29c005258ca21262c863","linux:amd64:","No","CVE-2023-36632","https://access.redhat.com/security/cve/CVE-2023-36632 - twistlock","medium","3.6.8-48.el8_7",,"2023-06-25",,"platform-python;python3-libs","os",,"medium - twistlock","7.5 - twistlock","7.5",,,,,"CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H",,"3","2","false",,"twistlock","nvd-status(awaiting analysis)"
"ibm-maas360-infra-apps-memcached-1.5.20-b03","1.5.20-b03","sha256:6ee8b32c48b1ae6ed13b8ca4f7719c8cd788c64d872b29c005258ca21262c863","linux:amd64:","No","CVE-2023-37920","https://access.redhat.com/security/cve/CVE-2023-37920 - twistlock","low","2022.2.54-80.2.el8_6",,"2023-07-25",,"ca-certificates","os",,"low - twistlock","9.1 - twistlock","9.1",,,,,"CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,"3","2","false",,"twistlock","nvd-status(awaiting analysis)"
"ibm-maas360-infra-apps-memcached-1.5.20-b03","1.5.20-b03","sha256:6ee8b32c48b1ae6ed13b8ca4f7719c8cd788c64d872b29c005258ca21262c863","linux:amd64:","Yes","CVE-2023-3817","https://access.redhat.com/errata/RHSA-2023:7877 - twistlock","low","1.1.1k-7.el8_6","1.1.1k-12.el8_9","2023-07-31",,"openssl;openssl-libs","os",,"low - twistlock","5.3 - twistlock","5.3",,,,,"CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L",,"3","2","false",,"twistlock","nvd-status(undergoing analysis)"
"ibm-maas360-infra-apps-memcached-1.5.20-b03","1.5.20-b03","sha256:6ee8b32c48b1ae6ed13b8ca4f7719c8cd788c64d872b29c005258ca21262c863","linux:amd64:","No","CVE-2023-38546","https://access.redhat.com/security/cve/CVE-2023-38546 - twistlock","low","7.61.1-25.el8_7.1",,"2023-10-18",,"curl;libcurl","os",,"low - twistlock","3.7 - twistlock","3.7",,,,,"CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:L/A:N",,"3","2","false",,"twistlock","nvd-status(awaiting analysis)"
"ibm-maas360-infra-apps-memcached-1.5.20-b03","1.5.20-b03","sha256:6ee8b32c48b1ae6ed13b8ca4f7719c8cd788c64d872b29c005258ca21262c863","linux:amd64:","Yes","CVE-2023-39615","https://access.redhat.com/errata/RHSA-2024:0119 - twistlock","medium","2.9.7-15.el8_7.1","2.9.7-18.el8_9","2023-08-29",,"libxml2","os",,"medium - twistlock","6.5 - twistlock","6.5",,,,,"CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H",,"3","2","false",,"twistlock","nvd-status(analyzed)"
"ibm-maas360-infra-apps-memcached-1.5.20-b03","1.5.20-b03","sha256:6ee8b32c48b1ae6ed13b8ca4f7719c8cd788c64d872b29c005258ca21262c863","linux:amd64:","Yes","CVE-2023-40217","https://access.redhat.com/errata/RHSA-2023:5997 - twistlock","high","3.6.8-48.el8_7","3.6.8-51.el8_8.2","2023-08-25",,"platform-python;python3-libs","os",,"high - twistlock","8.6 - twistlock","8.6",,,,,"CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N",,"3","2","false",,"twistlock","nvd-status(awaiting analysis)"
"ibm-maas360-infra-apps-memcached-1.5.20-b03","1.5.20-b03","sha256:6ee8b32c48b1ae6ed13b8ca4f7719c8cd788c64d872b29c005258ca21262c863","linux:amd64:","Yes","CVE-2023-44487","https://access.redhat.com/errata/RHSA-2023:5837 - twistlock","high","1.33.0-3.el8_2.1","1.33.0-5.el8_8","2023-10-10",,"libnghttp2","os",,"high - twistlock","7.5 - twistlock","7.5",,,,,"CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H",,"0","0","true",,"twistlock","cisa-kev;nvd-status(awaiting analysis)"
"ibm-maas360-infra-apps-memcached-1.5.20-b03","1.5.20-b03","sha256:6ee8b32c48b1ae6ed13b8ca4f7719c8cd788c64d872b29c005258ca21262c863","linux:amd64:","Yes","CVE-2023-4527","https://access.redhat.com/errata/RHSA-2023:5455 - twistlock","medium","2.28-211.el8","2.28-225.el8_8.6","2023-09-18",,"glibc;glibc-common;glibc-gconv-extra;glibc-langpack-en;glibc-minimal-langpack","os",,"medium - twistlock","6.5 - twistlock","6.5",,,,,"CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:H",,"3","2","false",,"twistlock","nvd-status(analyzed)"
"ibm-maas360-infra-apps-memcached-1.5.20-b03","1.5.20-b03","sha256:6ee8b32c48b1ae6ed13b8ca4f7719c8cd788c64d872b29c005258ca21262c863","linux:amd64:","No","CVE-2023-46218","https://access.redhat.com/security/cve/CVE-2023-46218 - twistlock","medium","7.61.1-25.el8_7.1",,"2023-12-07",,"curl;libcurl","os",,"medium - twistlock","5.3 - twistlock","5.3",,,,,"CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N",,"3","2","false",,"twistlock","nvd-status(undergoing analysis)"
"ibm-maas360-infra-apps-memcached-1.5.20-b03","1.5.20-b03","sha256:6ee8b32c48b1ae6ed13b8ca4f7719c8cd788c64d872b29c005258ca21262c863","linux:amd64:","Yes","CVE-2023-4806","https://access.redhat.com/errata/RHSA-2023:5455 - twistlock","medium","2.28-211.el8","2.28-225.el8_8.6","2023-09-18",,"glibc;glibc-common;glibc-gconv-extra;glibc-langpack-en;glibc-minimal-langpack","os",,"medium - twistlock","5.9 - twistlock","5.9",,,,,"CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H",,"3","2","false",,"twistlock","nvd-status(undergoing analysis)"
"ibm-maas360-infra-apps-memcached-1.5.20-b03","1.5.20-b03","sha256:6ee8b32c48b1ae6ed13b8ca4f7719c8cd788c64d872b29c005258ca21262c863","linux:amd64:","Yes","CVE-2023-4813","https://access.redhat.com/errata/RHSA-2023:5455 - twistlock","medium","2.28-211.el8","2.28-225.el8_8.6","2023-09-12",,"glibc;glibc-common;glibc-gconv-extra;glibc-langpack-en;glibc-minimal-langpack","os",,"medium - twistlock","5.9 - twistlock","5.9",,,,,"CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H",,"3","2","false",,"twistlock","nvd-status(awaiting analysis)"
"ibm-maas360-infra-apps-memcached-1.5.20-b03","1.5.20-b03","sha256:6ee8b32c48b1ae6ed13b8ca4f7719c8cd788c64d872b29c005258ca21262c863","linux:amd64:","Yes","CVE-2023-48795","https://access.redhat.com/errata/RHSA-2024:0628 - twistlock","medium","0.9.6-3.el8","0.9.6-13.el8_9","2023-12-18",,"libssh;libssh-config","os",,"medium - twistlock","5.9 - twistlock","5.9",,,,,"CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:H/A:N",,"3","2","false",,"twistlock","nvd-status(modified)"
"ibm-maas360-infra-apps-memcached-1.5.20-b03","1.5.20-b03","sha256:6ee8b32c48b1ae6ed13b8ca4f7719c8cd788c64d872b29c005258ca21262c863","linux:amd64:","Yes","CVE-2023-4911","https://access.redhat.com/errata/RHSA-2023:5455 - twistlock","high","2.28-211.el8","2.28-225.el8_8.6","2023-10-03",,"glibc;glibc-common;glibc-gconv-extra;glibc-langpack-en;glibc-minimal-langpack","os",,"high - twistlock","7.8 - twistlock","7.8",,,,,"CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,"3","2","false",,"twistlock","cisa-kev;nvd-status(awaiting analysis)"
