cve,images,imageTag,hasFix,highestSeverity,cveLastModified,cveReferences,artifactNames,artifactTypes,vulnerableVersions,fixedVersions
CVE-2021-44224,ibm-maas360-apps-com.ibm.maas360.ui-threat-connector-ui|ibm-maas360-apps-com.ibm.maas360.ui-ui-commons|ibm-maas360-apps-com.ibm.maas360.ui-ui-advanced-branding|ibm-maas360-apps-com.ibm.maas360.ui-ui-container-app,0.1.9,Yes,high,,https://nvd.nist.gov/vuln/detail/CVE-2021-44224 - twistlock,httpd,app,2.4.37,2.4.52
CVE-2023-40167,ibm-maas360-apps-gold-action-mgmt-apis|ibm-maas360-apps-gold-analytics-payload-server|ibm-maas360-apps-gold-fortresslogin|ibm-maas360-apps-gold-device-view|ibm-maas360-apps-gold-event-consumer|ibm-maas360-apps-gold-user-mgmt-apis|ibm-maas360-apps-gold-win-app-processor|ibm-maas360-apps-gold-enduser-portal|ibm-maas360-apps-gold-cloud-integration-server|ibm-maas360-apps-gold-policy-management-ws|ibm-maas360-apps-gold-apple-ddm|ibm-maas360-apps-gold-android-ws|ibm-maas360-apps-gold-risk-rule-evt-processor|ibm-maas360-apps-gold-scim-processor|ibm-maas360-apps-gold-message-consumer|ibm-maas360-apps-gold-community-insight-ws|ibm-maas360-apps-gold-auth-keys-ws|ibm-maas360-apps-gold-cognitive-assistant|ibm-maas360-apps-gold-group-web-services|ibm-maas360-apps-gold-license-web|ibm-maas360-apps-gold-partner-integration-ws|ibm-maas360-apps-gold-portal-jobs|ibm-maas360-apps-gold-dp|ibm-maas360-apps-gold-chrome-batch-app|ibm-maas360-apps-dev-datacopy|ibm-maas360-apps-gold-gold-analytics-batch-app|ibm-maas360-apps-gold-osx-mdm|ibm-maas360-apps-gold-ios-mdm|ibm-maas360-apps-gold-message-producer|ibm-maas360-apps-gold-reports-ui|ibm-maas360-apps-gold-payload-upload-server|ibm-maas360-apps-gold-android-apps-processor|ibm-maas360-apps-gold-policy-self-service-apis|ibm-maas360-apps-gold-rules-ui|ibm-maas360-apps-gold-ui-api-android|ibm-maas360-apps-gold-portalmanager|ibm-maas360-apps-gold-android-cleanup-jobs|ibm-maas360-apps-gold-restriction-ws|ibm-maas360-apps-gold-android-mdm-batch-app|ibm-maas360-apps-gold-identity-ws|ibm-maas360-apps-gold-windows-batch-app|ibm-maas360-apps-gold-security-event-ws|ibm-maas360-apps-gold-apple-policy-distribution|ibm-maas360-apps-gold-provisioning-web-services|ibm-maas360-apps-gold-device-batch-app|ibm-maas360-apps-gold-enrollment-web-services|ibm-maas360-apps-gold-win-mdm-web|ibm-maas360-apps-gold-docs-notification|ibm-maas360-apps-gold-ios-web-services|ibm-maas360-apps-gold-application-apis|ibm-maas360-apps-gold-action-logs-processor|ibm-maas360-apps-gold-analytics-reporting|ibm-maas360-apps-gold-apple-message-consumer|ibm-maas360-apps-gold-janitor-jobs|ibm-maas360-apps-gold-android-amapi-web|ibm-maas360-apps-gold-retry-delay-app|ibm-maas360-apps-gold-amapi-google-web-service|ibm-maas360-apps-gold-billing-jobs|ibm-maas360-apps-gold-portal-mgmt-apis|ibm-maas360-apps-gold-push-notify-device-mgmt|ibm-maas360-apps-gold-account-provisioning-ws|ibm-maas360-apps-gold-cert-req-generator|ibm-maas360-apps-gold-ce-ext-api-server|ibm-maas360-apps-gold-scim-provisioning-apis|ibm-maas360-apps-gold-watchlist-mail-processor|ibm-maas360-apps-gold-notification-server|ibm-maas360-infra-apps-activemq|ibm-maas360-apps-gold-insider-threat-batch-app|ibm-maas360-apps-gold-lm-api|ibm-maas360-apps-gold-device-attribute-change-processor|ibm-maas360-apps-gold-device-enrollment|ibm-maas360-apps-gold-registration-portal|ibm-maas360-apps-gold-android-policy-mgmt-app|ibm-maas360-apps-gold-ce-batch-app|ibm-maas360-apps-gold-remote-control|ibm-maas360-apps-gold-ssm-subscription-manager|ibm-maas360-apps-gold-win-ws|ibm-maas360-apps-gold-zebra-printer-mgmt|ibm-maas360-apps-gold-android-batch-jobs|ibm-maas360-apps-gold-manifestgenserver|ibm-maas360-apps-gold-analytics-batch-jobs|ibm-maas360-apps-gold-cloud-integration-portal|ibm-maas360-apps-gold-policy-events-consumer|ibm-maas360-apps-gold-apple-batch-app|ibm-maas360-apps-gold-ce-web-services|ibm-maas360-apps-gold-threat-connector-agent-ws|ibm-maas360-apps-gold-app-config-processor|ibm-maas360-apps-gold-dep-batch-app|ibm-maas360-apps-gold-app-management|ibm-maas360-apps-gold-ce-messaging-apis|ibm-maas360-apps-gold-device-mgmt-apis|ibm-maas360-apps-gold-apps-ws|ibm-maas360-apps-gold-app-reputation-service|ibm-maas360-apps-dev-app-management|ibm-maas360-apps-gold-user-management|ibm-maas360-apps-gold-app-event-processor|ibm-maas360-apps-gold-risk-dashboard-services|ibm-maas360-apps-gold-heartbeatserver|ibm-maas360-apps-gold-win-ui|ibm-maas360-apps-gold-minipss|ibm-maas360-apps-gold-threat-connector-config-ws|ibm-maas360-apps-gold-cloud-integration-process|ibm-maas360-apps-gold-api-docs-services|ibm-maas360-apps-gold-bulk-payload-upload-server|ibm-maas360-apps-gold-cert-gen-server|ibm-maas360-apps-gold-push-notify-gateway|ibm-maas360-apps-gold-apple-web-services|ibm-maas360-apps-gold-software-distribution|ibm-maas360-apps-gold-app-status-event-processor|ibm-maas360-apps-gold-ui-api-ios|ibm-maas360-apps-gold-location-web-services|ibm-maas360-apps-gold-support-jobs|ibm-maas360-apps-gold-community-insights|ibm-maas360-apps-gold-mdm-web|ibm-maas360-apps-gold-analytics-batch-app|ibm-maas360-apps-gold-patch-mgmt|ibm-maas360-apps-gold-license-management-batch-app|ibm-maas360-apps-gold-group-actions|ibm-maas360-apps-gold-admin-auth-apis|ibm-maas360-apps-gold-device-web-services|ibm-maas360-apps-gold-eventdata-inspection-agent-app|ibm-maas360-apps-gold-zt-analytics-batch-app|ibm-maas360-apps-gold-app-reputation-dashboard-service|ibm-maas360-apps-gold-expense-mgmt-ui|ibm-maas360-apps-gold-public-app-data-processor|ibm-maas360-apps-gold-mdm-notification|ibm-maas360-apps-gold-portal-manager-apis|ibm-maas360-apps-gold-analytics-services|ibm-maas360-apps-gold-vpp-event-processor|ibm-maas360-apps-gold-uem-batch-app|ibm-maas360-apps-gold-rule-management-ws|ibm-maas360-apps-gold-policy-metadata-upload-app|ibm-maas360-apps-gold-win-user-event-processor|ibm-maas360-apps-gold-android-actions-processor|ibm-maas360-apps-gold-db-upgrade-app|ibm-maas360-apps-gold-manifest-generator|ibm-maas360-apps-gold-lm-jobs|ibm-maas360-apps-gold-db-event-processor|ibm-maas360-apps-gold-apple-app-distribution|ibm-maas360-apps-gold-teamviewer-management|ibm-maas360-apps-gold-software-management|ibm-maas360-apps-gold-apollo-datasync|ibm-maas360-apps-gold-threat-event-identities-ws|ibm-maas360-apps-gold-client-success-jobs|ibm-maas360-apps-gold-datacopy|ibm-maas360-apps-gold-doc-management|ibm-maas360-apps-gold-merge-processor|ibm-maas360-apps-gold-apollo-sync-job|ibm-maas360-apps-gold-ui-resources|ibm-maas360-apps-gold-webhook|ibm-maas360-apps-gold-win-action-processor|ibm-maas360-apps-gold-device-app-vulnerability-service|ibm-maas360-apps-gold-win-apps-kafka-consumers|ibm-maas360-apps-gold-app-reputation-batch-app|ibm-maas360-apps-gold-registration-services|ibm-maas360-apps-gold-auth-ws|ibm-maas360-apps-gold-ui-api-app-mgmt|ibm-maas360-apps-gold-reputation-service-ws|ibm-maas360-apps-gold-apple-apps-processor|ibm-maas360-apps-gold-maas-chat|ibm-maas360-apps-gold-registrationserver|ibm-maas360-apps-gold-win-policy-processor|ibm-maas360-apps-gold-maas-central|ibm-maas360-apps-gold-insider-threat-evt-processor|ibm-maas360-apps-gold-android-view|ibm-maas360-apps-gold-apple-action-consumer|ibm-maas360-apps-gold-atom-feed-server|ibm-maas360-apps-gold-account-management-ws|ibm-maas360-apps-gold-app-mgmt-apis|ibm-maas360-apps-gold-hi-chart-emails|ibm-maas360-apps-gold-mtd-processor|ibm-maas360-apps-gold-users-batch-app|ibm-maas360-apps-gold-vault-web-services|ibm-maas360-apps-gold-ios-portal|ibm-maas360-apps-gold-license-management-ws|ibm-maas360-apps-gold-policy-self-service|ibm-maas360-apps-gold-vulnerability-service|ibm-maas360-apps-gold-appstore-data-fetch,10.91-REL-20240723.061815,Yes,medium,,https://nvd.nist.gov/vuln/detail/CVE-2023-40167 - twistlock,jetty-http;jetty-io,jar,9.4.39.v20210325,12.0.1
CVE-2023-1370,ibm-maas360-apps-gold-cloud-integration-server|ibm-maas360-apps-gold-identity-ws|ibm-maas360-apps-gold-cloud-integration-portal|automation-saas-platform-m360-cicd-argocd-ejbca-build,10.91-REL-20240418.105812,Yes,high,,https://nvd.nist.gov/vuln/detail/CVE-2023-1370 - twistlock,json-smart,jar,1.1.1,2.4.9
CVE-2022-41966,automation-saas-platform-m360-cicd-argocd-ejbca-build,2.0.70,Yes,high,,https://nvd.nist.gov/vuln/detail/CVE-2022-41966 - twistlock,xstream,jar,1.4.19,1.4.20
CVE-2023-29499,ibm-maas360-apps-gold-action-mgmt-apis|ibm-maas360-apps-com.ibm.maas360.ui-threat-connector-ui|ibm-maas360-apps-gold-analytics-payload-server|ibm-maas360-apps-gold-fortresslogin|ibm-maas360-apps-com.ibm.maas360.ui-ui-security-dashboard|ibm-maas360-apps-gold-event-consumer|ibm-maas360-apps-gold-user-mgmt-apis|ibm-maas360-apps-com.ibm.maas360.ui-ui-common-ios-components|ibm-maas360-apps-com.ibm.maas360.ui-ui-commons|ibm-maas360-apps-gold-win-app-processor|ibm-maas360-apps-gold-cloud-integration-server|ibm-maas360-apps-gold-policy-management-ws|ibm-maas360-apps-gold-apple-ddm|ibm-maas360-apps-gold-message-consumer|ibm-maas360-apps-gold-community-insight-ws|ibm-maas360-apps-gold-auth-keys-ws|ibm-maas360-apps-gold-cognitive-assistant|ibm-maas360-apps-gold-license-web|ibm-maas360-apps-gold-partner-integration-ws|ibm-maas360-apps-gold-portal-jobs|ibm-maas360-apps-gold-dp|ibm-maas360-apps-gold-chrome-batch-app|ibm-maas360-apps-gold-gold-analytics-batch-app|ibm-maas360-apps-gold-com.ibm.maas360.ui-ui-app-security-dashboard|ibm-maas360-apps-gold-ios-mdm|ibm-maas360-apps-gold-message-producer|ibm-maas360-apps-gold-reports-ui|ibm-maas360-apps-gold-payload-upload-server|ibm-maas360-apps-gold-policy-self-service-apis|ibm-maas360-apps-gold-rules-ui|ibm-maas360-apps-gold-ui-api-android|ibm-maas360-apps-gold-android-cleanup-jobs|ibm-maas360-apps-gold-com.ibm.maas360.ui-ui-container-app|ibm-maas360-apps-gold-android-mdm-batch-app|ibm-maas360-infra-apps-apache|ibm-maas360-apps-gold-windows-batch-app|ibm-maas360-apps-gold-apple-policy-distribution|ibm-maas360-apps-gold-device-batch-app|ibm-maas360-apps-gold-win-mdm-web|ibm-maas360-apps-gold-docs-notification|ibm-maas360-apps-gold-ios-web-services|ibm-maas360-apps-com.ibm.maas360.ui-ui-policy-management|ibm-maas360-apps-gold-com.ibm.maas360.ui-ui-common-android-components|ibm-maas360-apps-gold-action-logs-processor|ibm-maas360-apps-gold-apple-message-consumer|ibm-maas360-apps-gold-com.ibm.maas360.ui-ui-commons|ibm-maas360-apps-gold-janitor-jobs|ibm-maas360-apps-gold-retry-delay-app|ibm-maas360-apps-gold-billing-jobs|ibm-maas360-apps-gold-portal-mgmt-apis|ibm-maas360-apps-gold-account-provisioning-ws|ibm-maas360-apps-gold-cert-req-generator|ibm-maas360-apps-gold-ce-ext-api-server|ibm-maas360-apps-com.ibm.maas360.ui-ui-actions-log|ibm-maas360-apps-gold-watchlist-mail-processor|ibm-maas360-apps-gold-notification-server|ibm-maas360-apps-gold-identity-ws|ibm-maas360-apps-gold-risk-rule-evt-processor|ibm-maas360-apps-gold-insider-threat-batch-app|ibm-maas360-apps-gold-lm-api|ibm-maas360-apps-gold-device-attribute-change-processor|ibm-maas360-apps-gold-registration-portal|ibm-maas360-apps-gold-android-policy-mgmt-app|ibm-maas360-apps-gold-com.ibm.maas360.ui-ui-app-mgmt|ibm-maas360-infra-apps-apache-cdn|ibm-maas360-apps-gold-remote-control|ibm-maas360-apps-com.ibm.maas360.ui-ui-advanced-branding|ibm-maas360-apps-gold-win-ws|ibm-maas360-apps-gold-zebra-printer-mgmt|ibm-maas360-apps-gold-device-enrollment|ibm-maas360-apps-gold-manifestgenserver|ibm-maas360-apps-gold-analytics-batch-jobs|ibm-maas360-apps-gold-cloud-integration-portal|ibm-maas360-apps-gold-enrollment-web-services|ibm-maas360-apps-gold-apple-batch-app|ibm-maas360-apps-gold-threat-connector-agent-ws|ibm-maas360-apps-gold-app-config-processor|ibm-maas360-apps-gold-enduser-portal|ibm-maas360-apps-gold-dep-batch-app|ibm-maas360-apps-gold-ce-messaging-apis|ibm-maas360-apps-gold-amapi-google-web-service|ibm-maas360-apps-gold-web-fortress|ibm-maas360-apps-gold-push-notify-device-mgmt|ibm-maas360-apps-gold-apps-ws|ibm-maas360-apps-gold-app-reputation-service|ibm-maas360-apps-dev-app-management|ibm-maas360-apps-gold-portalmanager|ibm-maas360-apps-gold-user-management|ibm-maas360-apps-gold-app-event-processor|ibm-maas360-apps-gold-heartbeatserver|ibm-maas360-apps-gold-win-ui|ibm-maas360-apps-gold-com.ibm.maas360.ui-ui-security-dashboard|ibm-maas360-apps-gold-android-batch-jobs|ibm-maas360-apps-gold-minipss|ibm-maas360-apps-gold-threat-connector-config-ws|ibm-maas360-apps-gold-api-docs-services|ibm-maas360-apps-gold-restriction-ws|ibm-maas360-apps-gold-bulk-payload-upload-server|ibm-maas360-apps-gold-cert-gen-server|ibm-maas360-apps-gold-ce-batch-app|ibm-maas360-apps-gold-com.ibm.maas360.ui-ui-directory-integrations|ibm-maas360-apps-gold-apple-web-services|ibm-maas360-infra-apps-memcached|ibm-maas360-apps-gold-software-distribution|ubi8-ubi-minimal-latest|ibm-maas360-apps-gold-app-status-event-processor|ibm-maas360-apps-gold-ui-api-ios|ibm-maas360-apps-gold-location-web-services|ibm-maas360-apps-com.ibm.maas360.ui-ui-app-security-dashboard|ibm-maas360-apps-gold-risk-dashboard-services|ibm-maas360-apps-com.ibm.maas360.ui-ui-license-manager-activator|ibm-maas360-apps-gold-support-jobs|ibm-maas360-apps-com.ibm.maas360.ui-ui-container-app|ibm-maas360-apps-gold-community-insights|ibm-maas360-apps-com.ibm.maas360.ui-ui-directory-integrations|ibm-maas360-apps-gold-patch-mgmt|ibm-maas360-apps-gold-ce-web-services|ibm-maas360-apps-gold-license-management-batch-app|ibm-maas360-apps-gold-group-actions|ibm-maas360-apps-gold-admin-auth-apis|ibm-maas360-apps-gold-eventdata-inspection-agent-app|ibm-maas360-apps-gold-zt-analytics-batch-app|ibm-maas360-apps-gold-app-reputation-dashboard-service|ibm-maas360-apps-gold-cloud-integration-process|ibm-maas360-apps-gold-public-app-data-processor|ibm-maas360-apps-gold-mdm-notification|ibm-maas360-apps-gold-analytics-batch-app|ibm-maas360-apps-gold-portal-manager-apis|ibm-maas360-apps-gold-provisioning-web-services|ibm-maas360-apps-gold-vpp-event-processor|ibm-maas360-apps-gold-uem-batch-app|ibm-maas360-apps-gold-expense-mgmt-ui|ibm-maas360-apps-gold-com.ibm.maas360.ui-ui-policy-management|ibm-maas360-apps-gold-rule-management-ws|ibm-maas360-apps-gold-win-user-event-processor|ibm-maas360-apps-gold-analytics-services|ibm-maas360-apps-gold-manifest-generator|ibm-maas360-apps-gold-security-event-ws|ibm-maas360-apps-gold-lm-jobs|ibm-maas360-apps-gold-apple-app-distribution|ibm-maas360-apps-gold-teamviewer-management|ibm-maas360-apps-gold-osx-mdm|ibm-maas360-apps-gold-device-mgmt-apis|ibm-maas360-apps-gold-push-notify-gateway|ibm-maas360-apps-gold-software-management|ibm-maas360-apps-gold-apollo-datasync|ibm-maas360-apps-gold-device-web-services|ibm-maas360-apps-gold-android-ws|ibm-maas360-apps-gold-threat-event-identities-ws|ibm-maas360-apps-gold-client-success-jobs|ibm-maas360-apps-gold-com.ibm.maas360.ui-ui-license-manager-activator|ibm-maas360-apps-gold-datacopy|ibm-maas360-apps-gold-doc-management|ibm-maas360-apps-gold-merge-processor|ibm-maas360-apps-gold-apollo-sync-job|ibm-maas360-apps-gold-ui-resources|ibm-maas360-apps-gold-webhook|ibm-maas360-apps-gold-win-action-processor|ibm-maas360-apps-gold-mdm-web|ibm-maas360-apps-gold-device-app-vulnerability-service|ibm-maas360-apps-gold-win-apps-kafka-consumers|ibm-maas360-apps-gold-group-web-services|ibm-maas360-apps-gold-scim-processor|ibm-maas360-apps-gold-app-reputation-batch-app|ibm-maas360-apps-gold-registration-services|ibm-maas360-apps-gold-ui-api-app-mgmt|ibm-maas360-apps-gold-reputation-service-ws|ibm-maas360-apps-gold-device-view|ibm-maas360-apps-gold-apple-apps-processor|ibm-maas360-apps-gold-registrationserver|ibm-maas360-apps-gold-db-event-processor|ibm-maas360-apps-gold-android-amapi-web|ibm-maas360-apps-gold-android-apps-processor|ibm-maas360-apps-gold-win-policy-processor|ibm-maas360-apps-gold-com.ibm.maas360.ui-threat-connector-ui|ibm-maas360-apps-gold-scim-provisioning-apis|ibm-maas360-apps-gold-android-view|ibm-maas360-apps-gold-com.ibm.maas360.ui-ui-common-ios-components|ibm-maas360-apps-gold-policy-events-consumer|ibm-maas360-apps-gold-ssm-subscription-manager|ibm-maas360-apps-gold-apple-action-consumer|ibm-maas360-apps-gold-analytics-reporting|ibm-maas360-infra-apps-apache-react|ibm-maas360-apps-gold-atom-feed-server|ibm-maas360-apps-gold-com.ibm.maas360.ui-ui-actions-log|ibm-maas360-apps-gold-account-management-ws|ibm-maas360-apps-gold-hi-chart-emails|ibm-maas360-apps-gold-mtd-processor|ibm-maas360-apps-com.ibm.maas360.ui-ui-app-mgmt|ibm-maas360-apps-gold-android-actions-processor|ibm-maas360-apps-gold-users-batch-app|ibm-maas360-apps-gold-vault-web-services|ibm-maas360-apps-gold-ios-portal|ibm-maas360-apps-gold-license-management-ws|ibm-maas360-apps-com.ibm.maas360.ui-ui-common-android-components|ibm-maas360-apps-gold-insider-threat-evt-processor|ibm-maas360-apps-gold-policy-self-service|ibm-maas360-apps-gold-maas-chat|ibm-maas360-apps-gold-vulnerability-service|ibm-maas360-apps-gold-appstore-data-fetch|ibm-maas360-apps-gold-policy-metadata-upload-app|ibm-maas360-apps-gold-auth-ws,10.91-REL-20240723.061815,No,low,,https://access.redhat.com/security/cve/CVE-2023-29499 - twistlock,glib2,os,2.56.4-161.el8,
CVE-2023-4527,ibm-maas360-infra-apps-memcached,1.5.20-b03,Yes,medium,,https://access.redhat.com/errata/RHSA-2023:5455 - twistlock,glibc;glibc-common;glibc-gconv-extra;glibc-langpack-en;glibc-minimal-langpack,os,2.28-211.el8,2.28-225.el8_8.6
CVE-2022-26336,ibm-maas360-apps-gold-action-mgmt-apis|ibm-maas360-apps-gold-analytics-payload-server|ibm-maas360-apps-gold-device-view|ibm-maas360-apps-gold-event-consumer|ibm-maas360-apps-gold-user-mgmt-apis|ibm-maas360-apps-gold-enduser-portal|ibm-maas360-apps-gold-cloud-integration-server|ibm-maas360-apps-gold-policy-management-ws|ibm-maas360-apps-gold-apple-ddm|ibm-maas360-apps-gold-message-consumer|ibm-maas360-apps-gold-community-insight-ws|ibm-maas360-apps-gold-auth-keys-ws|ibm-maas360-apps-gold-cognitive-assistant|ibm-maas360-apps-gold-group-web-services|ibm-maas360-apps-gold-partner-integration-ws|ibm-maas360-apps-gold-portal-jobs|ibm-maas360-apps-gold-dp|ibm-maas360-apps-gold-chrome-batch-app|ibm-maas360-apps-dev-datacopy|ibm-maas360-apps-gold-gold-analytics-batch-app|ibm-maas360-apps-gold-osx-mdm|ibm-maas360-apps-gold-ios-mdm|ibm-maas360-apps-gold-policy-self-service-apis|ibm-maas360-apps-gold-rules-ui|ibm-maas360-apps-gold-ui-api-android|ibm-maas360-apps-gold-portalmanager|ibm-maas360-apps-gold-restriction-ws|ibm-maas360-apps-gold-android-mdm-batch-app|ibm-maas360-apps-gold-identity-ws|ibm-maas360-apps-gold-windows-batch-app|ibm-maas360-apps-gold-security-event-ws|ibm-maas360-apps-gold-apple-policy-distribution|ibm-maas360-apps-gold-provisioning-web-services|ibm-maas360-apps-gold-device-batch-app|ibm-maas360-apps-gold-enrollment-web-services|ibm-maas360-apps-gold-win-mdm-web|ibm-maas360-apps-gold-ios-web-services|ibm-maas360-apps-gold-application-apis|ibm-maas360-apps-gold-apple-message-consumer|ibm-maas360-apps-gold-portal-mgmt-apis|ibm-maas360-apps-gold-push-notify-device-mgmt|ibm-maas360-apps-gold-account-provisioning-ws|ibm-maas360-apps-gold-cert-req-generator|ibm-maas360-apps-gold-ce-ext-api-server|ibm-maas360-apps-gold-watchlist-mail-processor|ibm-maas360-apps-gold-device-attribute-change-processor|ibm-maas360-apps-gold-device-enrollment|ibm-maas360-apps-gold-registration-portal|ibm-maas360-apps-gold-android-policy-mgmt-app|ibm-maas360-apps-gold-ce-batch-app|ibm-maas360-apps-gold-ssm-subscription-manager|ibm-maas360-apps-gold-win-ws|ibm-maas360-apps-gold-zebra-printer-mgmt|ibm-maas360-apps-gold-android-batch-jobs|ibm-maas360-apps-gold-manifestgenserver|ibm-maas360-apps-gold-cloud-integration-portal|ibm-maas360-apps-gold-apple-batch-app|ibm-maas360-apps-gold-ce-web-services|ibm-maas360-apps-gold-threat-connector-agent-ws|ibm-maas360-apps-gold-app-config-processor|ibm-maas360-apps-gold-dep-batch-app|ibm-maas360-apps-gold-app-management|ibm-maas360-apps-gold-ce-messaging-apis|ibm-maas360-apps-gold-device-mgmt-apis|ibm-maas360-apps-gold-apps-ws|ibm-maas360-apps-dev-app-management|ibm-maas360-apps-gold-user-management|ibm-maas360-apps-gold-heartbeatserver|ibm-maas360-apps-gold-minipss|ibm-maas360-apps-gold-threat-connector-config-ws|ibm-maas360-apps-gold-cloud-integration-process|ibm-maas360-apps-gold-cert-gen-server|ibm-maas360-apps-gold-apple-web-services|ibm-maas360-apps-gold-software-distribution|ibm-maas360-apps-gold-ui-api-ios|ibm-maas360-apps-gold-location-web-services|ibm-maas360-apps-gold-mdm-web|ibm-maas360-apps-gold-analytics-batch-app|ibm-maas360-apps-gold-patch-mgmt|ibm-maas360-apps-gold-license-management-batch-app|ibm-maas360-apps-gold-group-actions|ibm-maas360-apps-gold-admin-auth-apis|ibm-maas360-apps-gold-device-web-services|ibm-maas360-apps-gold-mdm-notification|ibm-maas360-apps-gold-portal-manager-apis|ibm-maas360-apps-gold-analytics-services|ibm-maas360-apps-gold-uem-batch-app|ibm-maas360-apps-gold-rule-management-ws|ibm-maas360-apps-gold-policy-metadata-upload-app|ibm-maas360-apps-gold-manifest-generator|ibm-maas360-apps-gold-lm-jobs|ibm-maas360-apps-gold-apple-app-distribution|ibm-maas360-apps-gold-teamviewer-management|ibm-maas360-apps-gold-apollo-datasync|ibm-maas360-apps-gold-datacopy|ibm-maas360-apps-gold-doc-management|ibm-maas360-apps-gold-registration-services|ibm-maas360-apps-gold-auth-ws|ibm-maas360-apps-gold-reputation-service-ws|ibm-maas360-apps-gold-apple-apps-processor|ibm-maas360-apps-gold-maas-chat|ibm-maas360-apps-gold-registrationserver|ibm-maas360-apps-gold-insider-threat-evt-processor|ibm-maas360-apps-gold-apple-action-consumer|ibm-maas360-apps-gold-account-management-ws|ibm-maas360-apps-gold-app-mgmt-apis|ibm-maas360-apps-gold-hi-chart-emails|ibm-maas360-apps-gold-users-batch-app|ibm-maas360-apps-gold-ios-portal|ibm-maas360-apps-gold-policy-self-service|ibm-maas360-apps-gold-appstore-data-fetch,10.91-REL-20240723.061815,Yes,medium,,https://nvd.nist.gov/vuln/detail/CVE-2022-26336 - twistlock,poi-ooxml;poi-scratchpad,jar,4.1.1,5.2.1
CVE-2023-4408,ibm-maas360-apps-gold-fortresslogin|ibm-maas360-apps-gold-cloud-integration-server|ibm-maas360-apps-gold-message-consumer|ibm-maas360-apps-dev-datacopy|ibm-maas360-apps-gold-gold-analytics-batch-app|ibm-maas360-apps-gold-message-producer|ibm-maas360-infra-apps-activemq|ibm-maas360-apps-gold-registration-portal|automation-saas-platform-m360-cicd-argocd-ejbca-build,10.91-REL-20240605.053713,Yes,high,,https://access.redhat.com/errata/RHSA-2024:1782 - twistlock,bind-libs;bind-libs-lite;bind-license;bind-utils;python3-bind,os,9.11.36-11.el8_9,9.11.36-11.el8_9.1
